IMG,EQUATION
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msup>  <mrow>  <mover>  <mi> s </mi>  <mo> &#x007E </mo>  </mover>  </mrow>  <mrow>  <mn> 0 </mn>  </mrow>  </msup>  <mo> ( </mo>  <mi> x </mi>  <mo> , </mo>  <mi> y </mi>  <mo> ) </mo>  <mo> = </mo>  <mi> i </mi>  <msup>  <mi> e </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> &#x222B </mo>  <msup>  <mi> d </mi>  <mrow>  <mn> 4 </mn>  </mrow>  </msup>  <mi> z </mi>  <msub>  <mi> S </mi>  <mrow>  <mrow>  <mi> F </mi>  </mrow>  </mrow>  </msub>  <mo> ( </mo>  <mi> x </mi>  <mo> , </mo>  <mi> z </mi>  <mo> ) </mo>  <msup>  <mi> &#x03B3 </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msup>  <msub>  <mi> S </mi>  <mrow>  <mrow>  <mi> F </mi>  </mrow>  </mrow>  </msub>  <mo> ( </mo>  <mi> z </mi>  <mo> , </mo>  <mi> y </mi>  <mo> ) </mo>  <mo> [ </mo>  <msub>  <mi> d </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msub>  <mo> ( </mo>  <mi> x </mi>  <mo> &#x2212 </mo>  <mi> z </mi>  <mo> ) </mo>  <mo> + </mo>  <msub>  <mi> d </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msub>  <mo> ( </mo>  <mi> z </mi>  <mo> &#x2212 </mo>  <mi> y </mi>  <mo> ) </mo>  <mo> ] </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msub>  <mi> A </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msub>  <mo> = </mo>  <msub>  <mrow>  <mover>  <mi> A </mi>  <mo> &#x00AF </mo>  </mover>  </mrow>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msub>  <mo> ( </mo>  <mi> &#x03D5 </mi>  <mo> ) </mo>  <mo> + </mo>  <msub>  <mi> a </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msub>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <mrow>  <mfrac>  <msup>  <mi> &#x03D5 </mi>  <mrow>  <mi> &#x2032 </mi>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mi> A </mi>  </mfrac>  </mrow>  <mo> + </mo>  <mrow>  <mfrac>  <mn> 1 </mn>  <mi> A </mi>  </mfrac>  </mrow>  <mrow>  <mo> ( </mo>  <mo> &#x2212 </mo>  <mrow>  <mfrac>  <mn> 1 </mn>  <mn> 2 </mn>  </mfrac>  </mrow>  <mrow>  <mfrac>  <msup>  <mi> A </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mi> A </mi>  </mfrac>  </mrow>  <mo> + </mo>  <mn> 2 </mn>  <mrow>  <mfrac>  <msup>  <mi> B </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mi> B </mi>  </mfrac>  </mrow>  <mo> + </mo>  <mrow>  <mfrac>  <mn> 2 </mn>  <mi> r </mi>  </mfrac>  </mrow>  <mo> ) </mo>  </mrow>  <msup>  <mi> &#x03D5 </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mo> &#x2212 </mo>  <mrow>  <mfrac>  <mn> 2 </mn>  <msup>  <mi> r </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  </mfrac>  </mrow>  <mi> &#x03D5 </mi>  <mo> &#x2212 </mo>  <mi> &#x03BB </mi>  <mi> &#x03D5 </mi>  <mo> ( </mo>  <msup>  <mi> &#x03D5 </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> &#x2212 </mo>  <msup>  <mi> &#x03B7 </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> ) </mo>  <mo> = </mo>  <mn> 0 </mn>  <mo> . </mo>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msup>  <mrow>  </mrow>  <mrow>  <mo> ( </mo>  <msup>  <mrow>  </mrow>  <mrow>  <mi> x </mi>  </mrow>  </msup>  <mi> y </mi>  <mo> ) </mo>  </mrow>  </msup>  <mo> ( </mo>  <msup>  <mrow>  </mrow>  <mrow>  <mi> x </mi>  </mrow>  </msup>  <mi> z </mi>  <mo> ) </mo>  <mo> = </mo>  <msup>  <mrow>  </mrow>  <mrow>  <mi> x </mi>  </mrow>  </msup>  <mo> ( </mo>  <msup>  <mrow>  </mrow>  <mrow>  <mi> y </mi>  </mrow>  </msup>  <mi> z </mi>  <mo> ) </mo>  <mo> , </mo>  <mi> &#x2200 </mi>  <mi> x </mi>  <mo> , </mo>  <mi> y </mi>  <mo> , </mo>  <mi> z </mi>  <mo> &#x2208 </mo>  <mi> X </mi>  <mo> . </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <mrow>  <mi> L </mi>  </mrow>  <mo> &#x2192 </mo>  <mrow>  <mi> L </mi>  </mrow>  <mo> + </mo>  <mfrac>  <mrow>  <mi> &#x03B1 </mi>  <mi> N </mi>  </mrow>  <mrow>  <mn> 1 </mn>  <mn> 6 </mn>  <msup>  <mi> &#x03C0 </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  </mrow>  </mfrac>  <mi> F </mi>  <mrow>  <mover>  <mi> F </mi>  <mo> &#x007E </mo>  </mover>  </mrow>  <mo> . </mo>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <mi> g </mi>  <mo> ( </mo>  <mi> z </mi>  <mo> , </mo>  <mrow>  <mover>  <mi> z </mi>  <mo> &#x00AF </mo>  </mover>  </mrow>  <mo> ) </mo>  <mo> = </mo>  <mo> &#x2212 </mo>  <mfrac>  <mn> 1 </mn>  <mn> 2 </mn>  </mfrac>  <mrow>  <mo> [ </mo>  <mi> x </mi>  <mo> ( </mo>  <mi> z </mi>  <mo> , </mo>  <mrow>  <mover>  <mi> z </mi>  <mo> &#x00AF </mo>  </mover>  </mrow>  <mo> ) </mo>  <mi> s </mi>  <mo> + </mo>  <msup>  <mi> x </mi>  <mrow>  <mo> &#x2217 </mo>  </mrow>  </msup>  <mo> ( </mo>  <mi> z </mi>  <mo> , </mo>  <mrow>  <mover>  <mi> z </mi>  <mo> &#x00AF </mo>  </mover>  </mrow>  <mo> ) </mo>  <msup>  <mi> s </mi>  <mrow>  <mo> &#x2217 </mo>  </mrow>  </msup>  <mo> + </mo>  <msup>  <mi> u </mi>  <mrow>  <mo> &#x2217 </mo>  </mrow>  </msup>  <mo> ( </mo>  <mi> z </mi>  <mo> , </mo>  <mrow>  <mover>  <mi> z </mi>  <mo> &#x00AF </mo>  </mover>  </mrow>  <mo> ) </mo>  <mi> t </mi>  <mo> + </mo>  <mi> u </mi>  <mo> ( </mo>  <mi> z </mi>  <mo> , </mo>  <mrow>  <mover>  <mi> z </mi>  <mo> &#x00AF </mo>  </mover>  </mrow>  <mo> ) </mo>  <msup>  <mi> t </mi>  <mrow>  <mo> &#x2217 </mo>  </mrow>  </msup>  <mo> ] </mo>  </mrow>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <mo> &#x27E8 </mo>  <mi> f </mi>  <mrow>  <mo> | </mo>  </mrow>  <mi> g </mi>  <msub>  <mo> &#x27E9 </mo>  <mrow>  <msup>  <mrow>  <mi> L </mi>  </mrow>  <mrow>  <mn> 1 </mn>  <mrow>  <mo> | </mo>  </mrow>  <mn> 2 </mn>  </mrow>  </msup>  </mrow>  </msub>  <mo> = </mo>  <mo> &#x27E8 </mo>  <msub>  <mi> f </mi>  <mrow>  <mn> 0 </mn>  </mrow>  </msub>  <mrow>  <mo> | </mo>  </mrow>  <msub>  <mi> g </mi>  <mrow>  <mn> 0 </mn>  </mrow>  </msub>  <msubsup>  <mo> &#x27E9 </mo>  <mrow>  <mi> L </mi>  </mrow>  <mrow>  <mi> s </mi>  </mrow>  </msubsup>  <mo> + </mo>  <mo> &#x27E8 </mo>  <msub>  <mi> f </mi>  <mrow>  <mn> 1 </mn>  </mrow>  </msub>  <mrow>  <mo> | </mo>  </mrow>  <msub>  <mi> g </mi>  <mrow>  <mn> 1 </mn>  </mrow>  </msub>  <msubsup>  <mo> &#x27E9 </mo>  <mrow>  <mi> L </mi>  </mrow>  <mrow>  <mi> s </mi>  <mo> + </mo>  <mn> 1 </mn>  <mrow>  <mo> / </mo>  </mrow>  <mn> 2 </mn>  </mrow>  </msubsup>  <mo> + </mo>  <mo> &#x27E8 </mo>  <msub>  <mi> f </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msub>  <mrow>  <mo> | </mo>  </mrow>  <msub>  <mi> g </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msub>  <msubsup>  <mo> &#x27E9 </mo>  <mrow>  <mi> L </mi>  </mrow>  <mrow>  <mi> s </mi>  <mo> + </mo>  <mn> 1 </mn>  <mrow>  <mo> / </mo>  </mrow>  <mn> 2 </mn>  </mrow>  </msubsup>  <mo> + </mo>  <mo> &#x27E8 </mo>  <msub>  <mi> f </mi>  <mrow>  <mn> 3 </mn>  </mrow>  </msub>  <mrow>  <mo> | </mo>  </mrow>  <msub>  <mi> g </mi>  <mrow>  <mn> 3 </mn>  </mrow>  </msub>  <msubsup>  <mo> &#x27E9 </mo>  <mrow>  <mi> L </mi>  </mrow>  <mrow>  <mi> s </mi>  <mo> + </mo>  <mn> 1 </mn>  </mrow>  </msubsup>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <msub>  <mi> S </mi>  <mrow>  <mi> s </mi>  <mi> t </mi>  <mi> a </mi>  <mi> t </mi>  </mrow>  </msub>  <mo> = </mo>  <mn> 2 </mn>  <mi> &#x03C0 </mi>  <msqrt>  <msubsup>  <mi> N </mi>  <mrow>  <mn> 5 </mn>  </mrow>  <mrow>  <mo> ( </mo>  <mn> 1 </mn>  <mo> ) </mo>  </mrow>  </msubsup>  <msubsup>  <mi> N </mi>  <mrow>  <mn> 5 </mn>  </mrow>  <mrow>  <mo> ( </mo>  <mn> 2 </mn>  <mo> ) </mo>  </mrow>  </msubsup>  <msubsup>  <mi> N </mi>  <mrow>  <mn> 5 </mn>  </mrow>  <mrow>  <mo> ( </mo>  <mn> 3 </mn>  <mo> ) </mo>  </mrow>  </msubsup>  </msqrt>  <mrow>  <mo> ( </mo>  <msqrt>  <mi> n </mi>  </msqrt>  <mo> + </mo>  <msqrt>  <mrow>  <mover>  <mi> n </mi>  <mo> &#x00AF </mo>  </mover>  </mrow>  </msqrt>  <mo> ) </mo>  </mrow>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <mn> 1 </mn>  <mo> + </mo>  <mfrac>  <mrow>  <mn> 2 </mn>  <mi> &#x03C0 </mi>  <mi> &#x039B </mi>  <mi> G </mi>  </mrow>  <mrow>  <mn> 9 </mn>  <mi> &#x03B1 </mi>  </mrow>  </mfrac>  <mo> &gt; </mo>  <mn> 0 </mn>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msub>  <mi> V </mi>  <mrow>  <mo> ( </mo>  <mi> n </mi>  <mo> , </mo>  <mi> m </mi>  <mo> ) </mo>  </mrow>  </msub>  <mo> ( </mo>  <mi> z </mi>  <mo> , </mo>  <mover>  <mrow>  <mi> z </mi>  </mrow>  <mo> &#x00AF </mo>  </mover>  <mo> ) </mo>  <mo> =: </mo>  <mi> e x p </mi>  <mo> &#x2061 </mo>  <mi> i </mi>  <mo> ( </mo>  <msub>  <mi> p </mi>  <mrow>  <mo> + </mo>  </mrow>  </msub>  <mi> &#x03D5 </mi>  <mo> ( </mo>  <mi> z </mi>  <mo> ) </mo>  <mo> + </mo>  <msub>  <mi> p </mi>  <mrow>  <mo> &#x2212 </mo>  </mrow>  </msub>  <mrow>  <mover>  <mi> &#x03D5 </mi>  <mo> &#x00AF </mo>  </mover>  </mrow>  <mo> ( </mo>  <mover>  <mrow>  <mi> z </mi>  </mrow>  <mo> &#x00AF </mo>  </mover>  <mo> ) </mo>  <mo> ) </mo>  <mo> : </mo>  <mo> . </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <mrow>  <mo> | </mo>  </mrow>  <msub>  <mi> A </mi>  <mrow>  <mn> 1 </mn>  </mrow>  </msub>  <msup>  <mrow>  <mo> | </mo>  </mrow>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> + </mo>  <mrow>  <mo> | </mo>  </mrow>  <msub>  <mi> A </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msub>  <msup>  <mrow>  <mo> | </mo>  </mrow>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> &#x2212 </mo>  <mrow>  <mo> | </mo>  </mrow>  <msub>  <mi> B </mi>  <mrow>  <mn> 1 </mn>  </mrow>  </msub>  <msup>  <mrow>  <mo> | </mo>  </mrow>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> &#x2212 </mo>  <mrow>  <mo> | </mo>  </mrow>  <msub>  <mi> B </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msub>  <msup>  <mrow>  <mo> | </mo>  </mrow>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> = </mo>  <mn> 0 </mn>  <mo> . </mo>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <msub>  <mi> &#x03BD </mi>  <mrow>  <mi> R </mi>  </mrow>  </msub>  <mo> ( </mo>  <mi> E </mi>  <mo> ) </mo>  <mo> = </mo>  <msubsup>  <mo> &#x222B </mo>  <mrow>  <mi> &#x03BC </mi>  </mrow>  <mrow>  <mi> E </mi>  <mo> &#x2212 </mo>  <msub>  <mi> &#x03BC </mi>  <mrow>  <mi> Q </mi>  </mrow>  </msub>  </mrow>  </msubsup>  <mi> &#x03BD </mi>  <mo> ( </mo>  <msup>  <mi> E </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mo> ) </mo>  <msub>  <mi> &#x03BD </mi>  <mrow>  <mi> Q </mi>  </mrow>  </msub>  <mo> ( </mo>  <mi> E </mi>  <mo> &#x2212 </mo>  <msup>  <mi> E </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mo> ) </mo>  <mi> d </mi>  <msup>  <mi> E </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  <mo> . </mo>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <msub>  <mi> &#x2202 </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msub>  <mo> ( </mo>  <msup>  <mi> F </mi>  <mrow>  <mi> &#x03BC </mi>  <mi> &#x03BD </mi>  </mrow>  </msup>  <mo> &#x2212 </mo>  <mi> e </mi>  <msup>  <mi> j </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msup>  <msup>  <mi> x </mi>  <mrow>  <mi> &#x03BD </mi>  </mrow>  </msup>  <mo> ) </mo>  <mo> = </mo>  <mn> 0 </mn>  <mo> . </mo>  </math> <eos>
